X_class,X_class_description,X_posterior,X_posterior_1,X_posterior_2,answer_decision_rt,answer_decision_state,answer_max_abs_velocity,answer_micro_adjust_count,answer_path_ratio,answer_path_state,answer_pause_rate,answer_pause_state,answer_reverse_count,answer_reverse_state,answer_speed_state,block_id,confidence,confidence_decision_rt,confidence_decision_state,dimension,item_id,participant_id,profile_path,questionnaire_path,rating,task_type
X1,answer_speed_state=typical; answer_path_state=direct; answer_decision_state=fast; answer_reverse_state=few; answer_pause_state=typical; confidence_decision_state=fast,0.9999975323809539,0.9999975323809539,2.4676190464251277e-06,2.5045,typical,80.687,0.0,1.0,direct,0.798562587342783,typical,0.0,few,high,combined_high_repeat_1,5.0,0.9273,fast,Mental Demand,mentaldemand,P002,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P002\20260726T051950Z_2c7171\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P002_20260726_172234_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P002\20260726T052920Z_8b141b\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P002_20260726_173151_completed.csv,21.0,combined_high_repeat_1
X1,answer_speed_state=typical; answer_path_state=direct; answer_decision_state=fast; answer_reverse_state=few; answer_pause_state=typical; confidence_decision_state=fast,0.9999991081632851,0.9999991081632851,8.918367150543502e-07,1.6696,fast,40.2865,0.0,1.0,direct,1.796837565884044,high,0.0,few,typical,combined_high_repeat_2,4.0,1.3619,typical,Frustration,frustration,P002,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P002\20260726T051950Z_2c7171\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P002_20260726_172234_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P002\20260726T052920Z_8b141b\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P002_20260726_173151_completed.csv,18.0,combined_high_repeat_2
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999904695085935,9.530491407040173e-06,0.9999904695085935,5.8052,slow,35.8463,0.0,1.2,typical,0.5167780610487149,low,1.0,typical,typical,combined_high_repeat_1,5.0,8.074,slow,Mental Demand,mentaldemand,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,21.0,combined_high_repeat_1
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999942598010805,5.740198919626124e-06,0.9999942598010805,6.4303,slow,26.4551,0.0,1.2857,typical,0.6220549585555883,low,2.0,typical,low,combined_high_repeat_1,4.0,3.548,slow,Physical Demand,physicaldemand,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,18.0,combined_high_repeat_1
X1,answer_speed_state=typical; answer_path_state=direct; answer_decision_state=fast; answer_reverse_state=few; answer_pause_state=typical; confidence_decision_state=fast,0.999998829715719,0.999998829715719,1.1702842813667478e-06,2.7686,typical,27.8178,0.0,1.0,direct,0.7223867658744492,low,0.0,few,low,combined_high_repeat_1,5.0,2.7412,typical,Temporal Demand,temporal,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,21.0,combined_high_repeat_1
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999972854296221,2.7145703779014292e-06,0.9999972854296221,6.8429,slow,24.566,0.0,2.3333,typical,0.5845474871764895,low,4.0,many,low,combined_high_repeat_1,4.0,4.1155,slow,Performance,performance,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,14.0,combined_high_repeat_1
X1,answer_speed_state=typical; answer_path_state=direct; answer_decision_state=fast; answer_reverse_state=few; answer_pause_state=typical; confidence_decision_state=fast,0.9999908107383002,0.9999908107383002,9.189261700180863e-06,4.6581,slow,57.8174,0.0,1.0,direct,1.073399025353685,typical,0.0,few,typical,combined_high_repeat_1,5.0,3.5637,slow,Effort,effort,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,19.0,combined_high_repeat_1
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999974398064778,2.5601935219311477e-06,0.9999974398064778,9.5176,slow,76.3823,0.0,4.0,typical,1.050685046650416,typical,11.0,many,high,combined_high_repeat_1,3.0,3.6593,slow,Frustration,frustration,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,15.0,combined_high_repeat_1
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999954929712874,4.507028712701769e-06,0.9999954929712874,7.6547,slow,72.6563,0.0,4.2,typical,0.6531934628398239,low,5.0,many,typical,combined_high_repeat_2,4.0,4.5648,slow,Mental Demand,mentaldemand,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,16.0,combined_high_repeat_2
X1,answer_speed_state=typical; answer_path_state=direct; answer_decision_state=fast; answer_reverse_state=few; answer_pause_state=typical; confidence_decision_state=fast,0.9999869000772557,0.9999869000772557,1.3099922744482546e-05,27.0911,slow,35.8708,0.0,1.0,direct,0.14764996622507023,low,0.0,few,typical,combined_high_repeat_2,4.0,3.8267,slow,Physical Demand,physicaldemand,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,16.0,combined_high_repeat_2
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999954929712874,4.507028712701769e-06,0.9999954929712874,8.2823,slow,59.4701,0.0,1.6,typical,0.8451758569479493,low,4.0,many,typical,combined_high_repeat_2,3.0,5.4702,slow,Temporal Demand,temporal,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,21.0,combined_high_repeat_2
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.999995528135227,4.4718647726441635e-06,0.999995528135227,28.0106,slow,69.1772,0.0,12.6,extended,0.2142046225357543,low,13.0,many,typical,combined_high_repeat_2,3.0,5.0102,slow,Performance,performance,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,6.0,combined_high_repeat_2
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999954929712874,4.507028712701769e-06,0.9999954929712874,6.3603,slow,36.6123,0.0,2.0,typical,0.6289011524613619,low,3.0,many,typical,combined_high_repeat_2,5.0,3.6567,slow,Effort,effort,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,15.0,combined_high_repeat_2
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999936250372925,6.3749627079993145e-06,0.9999936250372925,9.6603,slow,51.7662,0.0,40.0,extended,1.0351645394035383,typical,21.0,many,typical,combined_high_repeat_2,5.0,4.5228,slow,Frustration,frustration,P003,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T011357Z_482564\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P003_20260727_131633_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P003\20260727T013038Z_c7d003\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P003_20260727_133038_completed.csv,9.0,combined_high_repeat_2
X1,answer_speed_state=typical; answer_path_state=direct; answer_decision_state=fast; answer_reverse_state=few; answer_pause_state=typical; confidence_decision_state=fast,0.9999985982834515,0.9999985982834515,1.40171654865532e-06,3.0333,typical,32.9112,0.0,1.0,direct,0.6593479049220321,low,0.0,few,typical,combined_high_repeat_1,5.0,2.1557,fast,Mental Demand,mentaldemand,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,16.0,combined_high_repeat_1
X1,answer_speed_state=typical; answer_path_state=direct; answer_decision_state=fast; answer_reverse_state=few; answer_pause_state=typical; confidence_decision_state=fast,0.9999881910681556,0.9999881910681556,1.1808931844759836e-05,5.7766,slow,60.4548,0.0,1.0,direct,0.5193366340061628,low,0.0,few,typical,combined_high_repeat_1,5.0,1.5849,fast,Physical Demand,physicaldemand,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,1.0,combined_high_repeat_1
X1,answer_speed_state=typical; answer_path_state=direct; answer_decision_state=fast; answer_reverse_state=few; answer_pause_state=typical; confidence_decision_state=fast,0.9999989093546754,0.9999989093546754,1.0906453249614216e-06,1.7193,fast,71.6652,0.0,1.0,direct,1.1632641191182458,typical,0.0,few,typical,combined_high_repeat_1,1.0,5.2336,slow,Temporal Demand,temporal,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,1.0,combined_high_repeat_1
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999850459181736,1.4954081826780963e-05,0.9999850459181736,5.6927,slow,63.8752,0.0,4.3333,extended,0.8783178456619881,typical,1.0,typical,typical,combined_high_repeat_1,5.0,1.7393,fast,Performance,performance,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,17.0,combined_high_repeat_1
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999894276015913,1.0572398409013335e-05,0.9999894276015913,6.9466,slow,30.8066,0.0,2.6,typical,0.5758212650793194,low,1.0,typical,typical,combined_high_repeat_1,5.0,1.8631,fast,Effort,effort,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,16.0,combined_high_repeat_1
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999984378925484,1.5621074515009807e-06,0.9999984378925484,9.0888,slow,78.2053,0.0,3.75,extended,1.3203063110641668,high,4.0,many,high,combined_high_repeat_1,5.0,2.4904,fast,Frustration,frustration,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,3.0,combined_high_repeat_1
X2,answer_speed_state=typical; answer_path_state=extended; answer_decision_state=slow; answer_reverse_state=many; answer_pause_state=low; confidence_decision_state=fast,0.9999929281013997,7.071898600397814e-06,0.9999929281013997,7.3891,slow,70.7732,0.0,4.2,extended,1.0826758333220554,typical,4.0,many,typical,combined_high_repeat_2,5.0,1.5298,fast,Mental Demand,mentaldemand,P515,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T034237Z_2d4013\paxsm-response-calibration\PAXSMPersonalKnobReference_Data\PAXSM_PersonalKnobProfile_P515_20260725_154525_completed.csv,C:\Users\ygao930\OneDrive - The University of Auckland\Desktop\CARE-XR Data\P515\20260725T035234Z_7f0618\combined-probe\XRCombinedProbe_Data\CAREXR_Questionnaire_P515_20260725_155554_completed.csv,16.0,combined_high_repeat_2
